scenario,opponent,group,agent_first,repeat,our_adv,our_conc,our_score,opp_adv,opp_conc,opp_score,win,tie
Laptop,MAP,learner,first,0,0.5775524426410947,0.5625577060043979,1.1401101486454928,1.0,0.4374422939956021,1.437442293995602,0,0
Laptop,MAP,learner,first,1,0.5775524426410947,0.5848816842075694,1.1624341268486642,1.0,0.4151183157924305,1.4151183157924305,0,0
Laptop,MAP,learner,second,0,0.5136317604069089,0.5715162675779968,1.0851480279849057,0.9999999999999999,0.42848373242200327,1.4284837324220032,0,0
Laptop,MAP,learner,second,1,0.5136317604069089,0.5590975909149017,1.0727293513218106,0.9999999999999999,0.44090240908509826,1.4409024090850981,0,0
Laptop,MiCRO,learner,first,0,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,MiCRO,learner,first,1,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,MiCRO,learner,second,0,0.8450562871935448,1.0,1.8450562871935448,0.7715533992081257,0.0,0.7715533992081257,1,0
Laptop,MiCRO,learner,second,1,0.6685754732133643,1.0,1.6685754732133642,0.8059990434329688,0.0,0.8059990434329688,1,0
Laptop,Boulware,stress,first,0,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Boulware,stress,first,1,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Boulware,stress,second,0,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,Boulware,stress,second,1,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,Conceder,stress,first,0,0.6808563443161951,0,0.6808563443161951,0.7670022323030451,0,0.7670022323030451,0,0
Laptop,Conceder,stress,first,1,0.6808563443161951,0,0.6808563443161951,0.7670022323030451,0,0.7670022323030451,0,0
Laptop,Conceder,stress,second,0,0.5905214183228646,1.0,1.5905214183228646,0.7153019885410382,0.0,0.7153019885410382,1,0
Laptop,Conceder,stress,second,1,0.7670022323030451,1.0,1.767002232303045,0.6808563443161951,0.0,0.6808563443161951,1,0
Laptop,Linear,stress,first,0,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Linear,stress,first,1,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Linear,stress,second,0,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,Linear,stress,second,1,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,Tough,stress,first,0,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Tough,stress,first,1,0.5775524426410947,1.0,1.5775524426410947,1.0,0.0,1.0,1,0
Laptop,Tough,stress,second,0,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,Tough,stress,second,1,0.5136317604069089,1.0,1.513631760406909,0.9999999999999999,0.0,0.9999999999999999,1,0
Laptop,ShochanLite,deceptive,first,0,0.6246049336491075,0.539752186954145,1.1643571206032526,0.6295484457681144,0.46024781304585505,1.0897962588139696,1,0
Laptop,ShochanLite,deceptive,first,1,0.5775524426410947,0.5318060081475778,1.1093584507886725,1.0,0.4681939918524221,1.468193991852422,0,0
Laptop,ShochanLite,deceptive,second,0,0.8060292597482949,0.5148987669966796,1.3209280267449746,0.5901592894242644,0.4851012330033204,1.0752605224275849,1,0
Laptop,ShochanLite,deceptive,second,1,0.8060292597482949,1.0,1.806029259748295,0.5901592894242644,0.0,0.5901592894242644,1,0
Laptop,RentingLite,deceptive,first,0,0.7153019885410382,0.5703857555252678,1.2856877440663061,0.5905214183228646,0.42961424447473207,1.0201356627975966,1,0
Laptop,RentingLite,deceptive,first,1,0.5775524426410947,0.0,0.5775524426410947,1.0,1.0,2.0,0,0
Laptop,RentingLite,deceptive,second,0,0.6295484457681144,1.0,1.6295484457681144,0.6246049336491075,0.0,0.6246049336491075,1,0
Laptop,RentingLite,deceptive,second,1,0.6295484457681144,1.0,1.6295484457681144,0.6246049336491075,0.0,0.6246049336491075,1,0
Laptop,LearnerStrong,deceptive,first,0,0.5775524426410947,0.6215851221531168,1.1991375647942115,1.0,0.37841487784688327,1.3784148778468832,0,0
Laptop,LearnerStrong,deceptive,first,1,0.5775524426410947,0.5961466467024079,1.1736990893435026,1.0,0.40385335329759203,1.403853353297592,0,0
Laptop,LearnerStrong,deceptive,second,0,0.5136317604069089,0.5507264881961853,1.0643582486030942,0.9999999999999999,0.4492735118038146,1.4492735118038145,0,0
Laptop,LearnerStrong,deceptive,second,1,0.5136317604069089,0.5655397051729532,1.079171465579862,0.9999999999999999,0.4344602948270468,1.4344602948270466,0,0
NiceOrDie,BOA,learner,first,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,BOA,learner,first,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,BOA,learner,second,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,BOA,learner,second,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,MAP,learner,first,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,MAP,learner,first,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,MAP,learner,second,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,MAP,learner,second,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,MiCRO,learner,first,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,MiCRO,learner,first,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,MiCRO,learner,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,MiCRO,learner,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Boulware,stress,first,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Boulware,stress,first,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Boulware,stress,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Boulware,stress,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Conceder,stress,first,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Conceder,stress,first,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Conceder,stress,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Conceder,stress,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Linear,stress,first,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Linear,stress,first,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Linear,stress,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Linear,stress,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,Tough,stress,first,0,0.0,1.0,1.0,0.0,0.0,0.0,1,0
NiceOrDie,Tough,stress,first,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0
NiceOrDie,Tough,stress,second,0,0.0,1.0,1.0,0.0,0.0,0.0,1,0
NiceOrDie,Tough,stress,second,1,0.0,1.0,1.0,0.0,0.0,0.0,1,0
NiceOrDie,ShochanLite,deceptive,first,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,ShochanLite,deceptive,first,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,ShochanLite,deceptive,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,ShochanLite,deceptive,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,RentingLite,deceptive,first,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,RentingLite,deceptive,first,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,RentingLite,deceptive,second,0,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,RentingLite,deceptive,second,1,0.1654761904761905,1.0,1.1654761904761906,0.1654761904761905,0.0,0.1654761904761905,1,0
NiceOrDie,LearnerStrong,deceptive,first,0,0.1654761904761905,0.6,0.7654761904761904,0.1654761904761905,0.4,0.5654761904761905,1,0
NiceOrDie,LearnerStrong,deceptive,first,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,LearnerStrong,deceptive,second,0,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
NiceOrDie,LearnerStrong,deceptive,second,1,0.1654761904761905,0.5,0.6654761904761906,0.1654761904761905,0.5,0.6654761904761906,0,1
